,id,permit_,permit_type,review_type,application_start_date,issue_date,processing_time,street_number,street_direction,street_name,suffix,work_description,building_fee_paid,zoning_fee_paid,other_fee_paid,subtotal_paid,building_fee_unpaid,zoning_fee_unpaid,other_fee_unpaid,subtotal_unpaid,building_fee_waived,zoning_fee_waived,other_fee_waived,subtotal_waived,total_fee,contact_1_type,contact_1_name,contact_1_city,contact_1_state,contact_1_zipcode,contact_2_type,contact_2_name,contact_2_city,contact_2_state,contact_2_zipcode,contact_3_type,contact_3_name,contact_3_city,contact_3_state,contact_3_zipcode,contact_4_type,contact_4_name,contact_4_city,contact_4_state,contact_4_zipcode,contact_5_type,contact_5_name,contact_5_city,contact_5_state,contact_5_zipcode,contact_6_type,contact_6_name,contact_6_city,contact_6_state,contact_6_zipcode,contact_7_type,contact_7_name,contact_7_city,contact_7_state,contact_7_zipcode,contact_8_type,contact_8_name,contact_8_city,contact_8_state,contact_8_zipcode,contact_9_type,contact_9_name,contact_9_city,contact_9_state,contact_9_zipcode,contact_10_type,contact_10_name,contact_10_city,contact_10_state,contact_10_zipcode,contact_11_type,contact_11_name,contact_11_city,contact_11_state,contact_11_zipcode,contact_12_type,contact_12_name,contact_12_city,contact_12_state,contact_12_zipcode,contact_13_type,contact_13_name,contact_13_city,contact_13_state,contact_13_zipcode,contact_14_type,contact_14_name,contact_14_city,contact_14_state,contact_14_zipcode,contact_15_type,contact_15_name,contact_15_city,contact_15_state,contact_15_zipcode,reported_cost,pin1,pin2,pin3,pin4,pin5,pin6,pin7,pin8,pin9,pin10,community_area,census_tract,ward,xcoordinate,ycoordinate,latitude,longitude,location
10,3327242,101019480,PERMIT - RENOVATION/ALTERATION,SELF CERT,2023-06-26T00:00:00.000,2023-06-26T00:00:00.000,0,8550,W,BRYN MAWR,AVE,"SELF-CERT 2019 CBRC: INTERIOR ALTERATIONS TO AN EXISTING OFFICE SUITE 550 ON THE 5TH FLOOR IN AN EXISTING COMMERCIAL BUILDING AS PER PLANS. WORK TO INCLUDE SELECTIVE DEMOLITION, NEW PARTITIONS, LIGHTING, FINISHES, MECHANICAL, AND ELECTRICAL. NO STRUCTURAL WORK. (CONSTRUCTION TYPE: 1A; OCCUPANCY: B-BUSINESS)",851.0,75.0,0,926.0,0.0,0.0,0,0.0,0.0,0,0,0.0,926.0,SELF CERT ARCHITECT,NELSON JEFFREY P,ADDISON,IL,60101,CONTRACTOR-ELECTRICAL,"K.L. ELECTRIC COMPANY, INC.",ADDISON,IL,60101,EXPEDITOR,"BURNHAM NATIONWIDE, INC.",CHICAGO,IL,60602-,CONTRACTOR-GENERAL CONTRACTOR,"KNUDSEN CONSTRUCTION, INC.",CALUMET CITY,IL,60409-,OWNER OCCUPIED,BDS III IL INTERNATIONAL TOWER LLC,CHICAGO,IL,60631,CONTRACTOR-VENTILATION,MERCURY MECHANICAL,NORTHLAKE,IL,60164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76715.0,12-02-304-009-0000,,,,,,,,,,76.0,760801.0,41.0,1118088.395049524,1936103.3402333737,41.981143964,-87.841087375,POINT (-87.841087374554 41.981143964083)
11,3330644,101021877,PERMIT - SCAFFOLDING,EASY PERMIT,2023-06-26T00:00:00.000,2023-06-26T00:00:00.000,0,3216,S,WENTWORTH,AVE,ERECT TWO (2) SCAFFOLD FROM 06/26/2023 THROUGH 06/26/2024,300.0,0.0,0,300.0,0.0,0.0,0,0.0,0.0,0,0,0.0,300.0,CONTRACTOR-GENERAL CONTRACTOR,W.J. MCGUIRE COMPANY,NORTHBROOK,IL,60062,OWNER,CHA/ARMOUR SQUARE APARTMENTS,CHGO,IL,60608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.0,17-33-211-049,,,,,,,,,,34.0,340500.0,11.0,1175433.3143563652,1883543.336854976,41.835818884,-87.631771747,POINT (-87.631771746996 41.835818883893)
12,3330576,101021831,PERMIT - EASY PERMIT PROCESS,EASY PERMIT WEB,2023-06-26T00:00:00.000,2023-06-26T00:00:00.000,0,8353,S,PEORIA,ST,ROOF RECOVER ONLY - NO STRUCTURAL WORK,0.0,0.0,0,0.0,350.0,50.0,0,400.0,0.0,0,0,0.0,400.0,CONTRACTOR-GENERAL CONTRACTOR,A & J ENTERPRISES PROPERTY LLC,CALUMET CITY,IL,60409,OWNER,MICHAEL FISHER,NEW LENOX,IL,60451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3600.0,20-32-406-018-0000,,,,,,,,,,71.0,711000.0,17.0,1171796.905725954,1849235.72094991,41.741755686,-87.646121104,POINT (-87.646121104106 41.741755685872)
13,3330761,101021958,PERMIT - EASY PERMIT PROCESS,EASY PERMIT WEB,2023-06-26T00:00:00.000,2023-06-26T00:00:00.000,0,6562,N,HARLEM,AVE,ROOF RECOVER ONLY - NO STRUCTURAL WORK,0.0,0.0,0,0.0,350.0,50.0,0,400.0,0.0,0,0,0.0,400.0,CONTRACTOR-GENERAL CONTRACTOR,HOLMAN AND NACHTWEY COMPANY,CHICAGO,IL,60646,OWNER OCCUPIED,MARY SANTIAGO,CHICAGO,IL,60631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19875.0,09-36-420-050-0000,,,,,,,,,,9.0,90200.0,41.0,1127337.167162469,1943201.160199114,42.000470179,-87.806912079,POINT (-87.806912079272 42.000470179019)
14,3330626,101021867,PERMIT - EASY PERMIT PROCESS,EASY PERMIT,2023-06-26T00:00:00.000,2023-06-26T00:00:00.000,0,4125,W,ROOSEVELT,RD,"REPLACE BRICK FACADE, APPROXIMATELY 2500 BRICKS, TUCKPOINTING  WHERE NEEDED- NO STRUCTURAL WORK",0.0,0.0,0,0.0,302.0,50.0,0,352.0,0.0,0,0,0.0,352.0,OWNER,OLGA FLORES,CHICAGO,IL,60624,MASONRY CONTRACTOR,J&V BUILDING RESTORATION CORP,CHICAGO,IL,60623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14500.0,16-22-205-045-0000,,,,,,,,,,29.0,290900.0,24.0,1148922.2633668098,1894344.120415816,41.866010587,-87.728771384,POINT (-87.728771384263 41.866010587068)
15,3322694,101016273,PERMIT - RENOVATION/ALTERATION,SELF CERT,2023-06-26T00:00:00.000,2023-06-26T00:00:00.000,0,125,S,WACKER,DR,"SELF-CERT 2019 CBRC. INTERIOR BUILD-OUT OF SUITE 2150, AN EXISTING COMMERCIAL OFFICE SPACE IN AN 31 STORY COMMERCIAL BUILDING. NO CHANGE IN OCCUPANCY (OCCUPANCY GROUP B; TYPE 1A CONSTRUCTION).",300.0,75.0,0,375.0,1949.97,0.0,0,1949.97,0.0,0,0,0.0,2324.97,SELF CERT ARCHITECT,DIMAILIG FERDINAND R,CHICAGO,IL,60606-,CONTRACTOR-ELECTRICAL,"KLASS ELECTRIC COMPANY, INC.",ELK GROVE VILLAGE,IL,60007,CONTRACTOR-GENERAL CONTRACTOR,"LANGEHAUMER CONSTRUCTION, INC",CHICAGO,IL,60654-,OWNER,TIMOTHY CASEY,CHICAGO,IL,60606,CONTRACTOR-PLUMBER/PLUMBING,"JOHNS PLUMBING, INC.",CHICAGO,IL,60641-,CONTRACTOR-VENTILATION,COMPETITIVE PIPING SYSTEMS,CHICAGO,IL,60604-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212835.0,17-16-208-011-0000,,,,,,,,,,32.0,839100.0,42.0,1173994.3911678211,1899637.0816738072,41.880013427,-87.636572385,POINT (-87.636572384507 41.880013427132)
16,3325083,101017928,PERMIT - RENOVATION/ALTERATION,SELF CERT,2023-06-26T00:00:00.000,2023-06-26T00:00:00.000,0,645,N,MICHIGAN,AVE,"INTERIOR RENOVATION OF THE EXISTING LEVEL 10 CORRIDOR IN AN EXISTING BUSINESS USE SPACE, THIS SUITE IS LOCATED IN AN EXISTING HIGH-RISE BUILDING WITH A FULL SPRINKLER SYSTEM AND A FIRE ALARM SYSTEM.",300.0,75.0,0,375.0,500.0,0.0,0,500.0,0.0,0,0,0.0,875.0,SELF CERT ARCHITECT,BELLIS TODD L,BARRINGTON,IL,60010,CONTRACTOR-ELECTRICAL,"PALOS ELECTRIC COMPANY, INC.",CRESTWOOD,IL,60445-,CONTRACTOR-GENERAL CONTRACTOR,BEAR CONSTRUCTION COMPANY,ROLLING MEADOWS,IL,60008-,OWNER,"645 N MICHIGAN, LLC. 645 N MICHIGAN, LLC.",CHICAGO,IL,60603,CONTRACTOR-VENTILATION,AIR COMFORT CORPORATION,BROADVIEW,IL,60155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154318.0,17-10-114-017-0000,,,,,,,,,,8.0,81401.0,42.0,1177352.911551511,1904731.9797633796,41.893918609,-87.624085833,POINT (-87.624085832985 41.893918609004)
17,3330707,101021919,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,2023-06-26T00:00:00.000,2023-06-26T00:00:00.000,0,7131,S,SOUTH CHICAGO,AVE,REPLACEMENT OF FIRE ALARM CONTROL PANEL IN A 2 STORY BUILDING. WORK IS BEING DONE INDOORS ONLY ON (1) FLOOR. THE PANEL IS UL AND CHICAGO APPROVED.,75.0,0.0,0,75.0,0.0,0.0,0,0.0,0.0,0,0,0.0,75.0,CONTRACTOR-ELECTRICAL,CONTECH - MSI CO.,ROLLING MEADOWS,IL,60008-3806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000.0,20-26-100-008,,,,,,,,,,69.0,841800.0,5.0,1183071.1927718406,1857905.2991657397,41.765291423,-87.604543742,POINT (-87.604543742002 41.765291422607)
18,3330657,101021888,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,2023-06-26T00:00:00.000,2023-06-26T00:00:00.000,0,1142,N,CENTRAL,AVE,"ADDED A 3 GANG METER SOCKET WITH NEW RISER, AND FEEDERS.  REPLACED 2 MAIN PANELS, AND ADD A 3RD MAIN PANEL FOR COMMON AREA",75.0,0.0,0,75.0,0.0,0.0,0,0.0,0.0,0,0,0.0,75.0,CONTRACTOR-ELECTRICAL,SCOTT LEDUC,STERLING,MA,01564-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000.0,16-05-407-024,,,,,,,,,,25.0,251300.0,29.0,1138755.626628396,1907240.696766456,41.901590864,-87.76578126,POINT (-87.765781260352 41.901590863943)
19,3330699,101021912,PERMIT - SCAFFOLDING,EASY PERMIT,2023-06-26T00:00:00.000,2023-06-26T00:00:00.000,0,116,W,ELM,ST,ERECT TWO (2) SCAFFOLDS FROM 06/26/2023 THROUGH 06/26/2024,0.0,0.0,0,0.0,300.0,0.0,0,300.0,0.0,0,0,0.0,300.0,CONTRACTOR-GENERAL CONTRACTOR,W.J.MCGUIRE CO,NORTHBROOK,IL,60062,OWNER,CHA/ARMOUR SQUARE APARTMENTS,CHGO,IL,60608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.0,17-04-405-013,,,,,,,,,,8.0,81000.0,27.0,1175114.3660013818,1908109.1336422984,41.903236175,-87.632205824,POINT (-87.63220582395 41.903236175088)
20,3330616,101021863,PERMIT - SCAFFOLDING,EASY PERMIT,2023-06-26T00:00:00.000,2023-06-26T00:00:00.000,0,6360,S,MINERVA,AVE,ERECT TWO (2) SCAFFOLDS FROM 06/26/2023 THROUGH 06/26/2024,300.0,0.0,0,300.0,0.0,0.0,0,0.0,0.0,0,0,0.0,300.0,CONTRACTOR-GENERAL CONTRACTOR,W.J. MCGUIRE COMPANY,NORTHBROOK,IL,60062,OWNER,CHICAGO HOUSING AUTHORITY,CHICAGO,IL,60637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.0,20-23-110-001,20-23-110-021,,,,,,,,,42.0,834400.0,20.0,1185218.3138128903,1862870.584860506,41.778866424,-87.596518063,POINT (-87.596518063099 41.778866424061)
21,3330778,101021973,PERMIT - EASY PERMIT PROCESS,EASY PERMIT WEB,2023-06-26T00:00:00.000,2023-06-26T00:00:00.000,0,1070,W,BRYN MAWR,AVE,ROOF RECOVER ONLY - NO STRUCTURAL WORK,0.0,0.0,0,0.0,350.0,50.0,0,400.0,0.0,0,0,0.0,400.0,CONTRACTOR-GENERAL CONTRACTOR,EVAN MIRANDA CONSTRUCTION INC,CHICAGO,IL,60641,OWNER,WHITNEY HAMPTON,CHICAGO,IL,60660,CONTRACTOR-PLUMBER/PLUMBING,T & M PLUMBING INCORPORATED,MAYWOOD,IL,60153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000.0,14-05-409-008-0000,,,,,,,,,,77.0,30603.0,48.0,1167877.995961768,1937399.29915272,41.983768913,-87.657938604,POINT (-87.657938604348 41.983768913451)
22,3330713,101021924,PERMIT - EASY PERMIT PROCESS,EASY PERMIT WEB,2023-06-26T00:00:00.000,2023-06-26T00:00:00.000,0,868,N,FRANKLIN,ST,"DOORS (REPLACEMENT ONLY): QTY 4, TUCKPOINTING - NO STRUCTURAL WORK - 500 SQFT",0.0,0.0,0,0.0,650.0,50.0,0,700.0,0.0,0,0,0.0,700.0,CONTRACTOR-GENERAL CONTRACTOR,ABERDEEN CONSTRUCTION SERVICES,CHICAGO,IL,60631,MASONRY CONTRACTOR,ABERDEEN CONSTRUCTION SVC.INC,CHICAGO,IL,60631-,OWNER AS GENERAL CONTRACTOR,NIKOLA NOZINIC,CHICAGO,IL,60631,OWNER OCCUPIED,JAMES BROWN,CHICAGO,IL,60610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000.0,17-04-437-014-0000,,,,,,,,,,8.0,81800.0,27.0,1174121.718242376,1906400.601507188,41.898570079,-87.635903008,POINT (-87.635903007607 41.898570078701)
23,3330604,101021854,PERMIT - ELECTRIC WIRING,EASY PERMIT WEB,2023-06-26T00:00:00.000,2023-06-26T00:00:00.000,0,8540,S,CHRISTIANA,AVE,INSTALL NEW VANITY LIGHT FIXTURE IN EACH BATHROOM,75.0,0.0,0,75.0,0.0,0.0,0,0.0,0.0,0,0,0.0,75.0,CONTRACTOR-ELECTRICAL,SEMINARY ELECTRICAL CONT.INC,CHICAGO,IL,60618-,OWNER OCCUPIED,LORI JAMES,CHICAGO,IL,60652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600.0,,,,,,,,,,,70.0,700402.0,18.0,1155452.2245663323,1847613.411101432,41.737646367,-87.706051237,POINT (-87.706051236973 41.737646367274)
24,3330680,101021902,PERMIT - EASY PERMIT PROCESS,EASY PERMIT WEB,2023-06-26T00:00:00.000,2023-06-26T00:00:00.000,0,4858,W,NORTH,AVE,ROOF RECOVER ONLY - NO STRUCTURAL WORK,0.0,0.0,0,0.0,350.0,50.0,0,400.0,0.0,0,0,0.0,400.0,CONTRACTOR-GENERAL CONTRACTOR,KAMBEROS CONSTRUCTION,PALOS HILLS,IL,60465,OWNER,SHISHIX PATEL,CHICAGO,IL,60639,CONTRACTOR-VENTILATION,COTTAGE SHEET METAL,CHICAGO RIDGE,IL,60415-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000.0,13-33-423-038-0000,,,,,,,,,,25.0,250200.0,37.0,1143534.1608470336,1910231.0800959216,41.909708713,-87.748154007,POINT (-87.748154007101 41.909708712646)
